userNo,registerDays,completedBuyOrderNum,completedSellOrderNum,counterpartyCount,completedBuyOrderNumOfLatest30day
s36f20e3bce763aaf8cf6c78b93f1d269,239,8,0,8,2
sc3014dccc990311a8b1a6f47ba64daf0,1207,20,1,20,9
s9eba1a74c17738cca07a00f9961c8853,174,3,0,3,3
s2048c33d7cea30bcb6e36f7ef668c4db,360,126,2,86,52
s1de1922f7f6b38c0890f11d73aa5c608,1273,35,0,31,1
s5a520bbfb1d93730af400066d8e35b56,118,50,24,44,22
s1433d9c1b9b3364dbb869749a0483aad,390,16,2,15,3
sca5f85058747372d850776619846c3ca,431,6,0,6,1
sbd31a4ec2b8a30dfab35eeef4d42edb4,95,13,4,14,13
sb52c21351f4432b29afc34353510baa8,643,129,9,84,6
s576d61b24c2d33ecbc4c45c02b52d547,994,108,24,114,4
s7111918dd92c3fcc9b7a6569e64f43c1,580,11,0,9,1
sb4864a2f420c3d298adf2178e88e4325,520,10,0,9,2
sc2bd0eed00bb30789ddd0efb441c1642,499,9,0,8,2
s1da1fcfb8416304db880e8fb20b3d83d,99,1,0,1,1
s1e32ffdd01d33f5b9cff398629c42433,447,18,22,35,2
s3439fe64cced38d4bc449c0f5a6dafec,851,309,51,98,12
sf9f96c04f7ab3d11a473b51ba207256e,1557,32,38,61,1
se9712daddbee35c595de0dea43936fcd,688,1,20,18,0
sd73c87f68e6737e9be597d901ff2a48d,150,13,0,8,8
s68ed3bd8a1183de0897183d7de08de93,2611,120,23,127,4
sb45e7517fce43f4eab582c5d94932fdd,307,10,7,16,5
s392bb447b2033d4d93249a5bbb6a4058,489,15,0,5,2
s35e60bbc66763ec49769522afb805ce9,385,35,0,20,3
sf93c79d02c9a3b1c87d0d97afb882589,1211,14,11,23,1
s91ee9da6face3fd5a36cb3228a5d1a08,1323,13,2,13,2
s62b32955a5113d829991a52939ae16fb,227,375,6,102,123
s533edbbe9e60399ca042b4cdb05753ac,1205,10,0,10,4
sb2afdd2d47473ae983a219d5e28612d4,254,49,2,27,7
s7ff0597c9d063505866e14aeec1ed95e,380,2,1,3,2
s0103d59e56e73d5cb9720101a4259475,1590,18,1,18,1
sff933c646daf3a74964b6a2bc90337a6,352,64,8,30,41
s5a03a560084b3d6c9223accbf9bdf017,390,6,0,5,2
sf2f441d8361c38708218d10ee16d021c,303,11,22,28,1
sface2a883fd53a47a568687f315e85e7,404,18,1,15,2
sc27d550acd2838878527590ce65908d2,526,22,4,24,3
s23f4b14207df39079702c0c89f3a3f07,42,24,9,33,15
s8196310189733c279b706c9a4c89d63e,1702,84,5,72,4
seaa0f7dbb08637168e6e86f58c76d964,554,3,35,32,3
sa7fb68370c5138d283741bdcdfa41f41,91,4,0,4,2
sc75fe242a21f34e6b5f0a100136a2029,228,54,6,38,2
s22395d8e53c034beb3837970ab38d4c8,72,8,0,5,4
s7aa9157a348d362ea6669bae35735c98,909,3,0,2,3
s8d755bb7baf73adcb6dc0781c3fbc698,1052,8,0,8,8
s6975e51784cd349c8baa530346008e09,205,5,11,15,3
sd231d6b2204e377c93d5896d27537098,132,68,58,103,12
s80d16f42288334b095d7b74b497a9ed5,1040,56,11,41,8
s0195f140ae2c36ae9de3eac7418c7e77,1083,10,7,14,3
sa8f6b5db04393328a874b03c5860c8d7,1113,15,2,14,2
sb06e1226c9b638f0a3a166d8479a5e4a,923,1,0,1,1
s8388133a7c423786a9c977dd941a6a3b,313,4,0,4,3
sc33399c39e433ad5af6abfbf465260c8,1529,25,1,26,2
s0c39b0d56b4a3da2aac25e487ac14c7d,71,94,59,104,38
s0ee0e3b8039b3a20aa6d76688994d805,173,16,3,16,4
s432b60212b733d04ae79d71f8489e73b,828,0,0,0,0
s15f2170be9e9319690dc61bffefdf40a,1229,75,0,56,4
s490e117a685a383baf82bc8e4b503946,1556,20,0,19,10
sbd49fa5872b03d7a8b42a3fe4d8f0ab6,587,74,34,74,16
s3e1befa7d1f533028bd6fb6d284aadb3,2934,18,5,21,1
se8a37327ff553d7c897f096adb8b3cc7,123,9,1,8,9
se764f589ae3d34a0b3399346c518b94c,314,5,0,4,1
sd164431718f535f1a050b913e8174eb7,410,51,3,44,4
s327ff33c074e34a8a1500f0ea4fb0ced,281,845,174,288,82
s99247c6bbc733518bd447af367ab5850,202,39,2,26,4
s9e52ab53739a3fd79d7b7a3cde1ef473,435,36,4,18,1
sa1bca346b97634dfa2cb62d1de4fcea5,1088,13,0,12,1
sb816b61525e83421b798186f97715498,1089,66,3,40,4
sa0e6577d90ae334388a9fd3688bfa974,50,5,3,8,2
sf654646a850a39fbaf0fbac5a83f7974,1049,56,0,30,11
s431a47d9563136f3b8645a171659755e,1006,7848,4099,8954,580
sc9f27ae0c1103c2a9dc6ed33e902fca3,33,4,0,4,4
s6cd068f7091c302a8c36f97b0445ecfc,168,3,0,3,1
s728243d9911339eaa0fa4c915e5064c3,505,2,1,3,2
s449dde9dd3c432809acea2bc2ab14317,1105,40,0,31,4
s83bd6eff0da934a899b753e13970cb3a,1717,49,8,51,2
s3041f62237a431e585440ecb3b264b8a,54,20,1,15,11
s8dbe04efc51f3eb4a3ae64a0b51d452d,1078,162,2,31,39
s5791feb18baf3bd3b6bdc4a52558f055,125,13,0,11,5
s4f3d8b2e3be83a849c359cf79bd0b867,1025,9,0,4,9
s5971cadc3eae3a83b4f247d19589118a,85,20,14,32,10
s4bc9a281da663f7996040df26b8a4487,50,3,0,3,3
s1d137388016038ae89c23122dc85ec06,47,23,16,33,20
s0980b8914c23300b882e24ae7aa9f246,1104,225,87,234,29
s2d86bee074c938869502aaa40b880c0a,1735,94,8,69,8
s590745466c383574a05254ef73d8501d,1713,74,178,168,0
sf83a8a49122231cd9462710d18e2e6da,523,3,0,3,2
s6f3de8c8699931d8935b14a23b1a5a70,976,0,0,0,0
s7b78495306dd36beac7460c7a0e5d05d,507,6,0,5,3
s31887b70143b32cfa1ab7cc54230da6c,783,8,0,8,4
s03baffce44db3becb7279618c7db06cd,38,2,0,2,2
s6d9cbf3111a43de694477f8797852abb,91,10,0,7,10
scae10629bc463cf4911af83cc5ee2fcf,120,5,0,2,5
sc2ef3f4c4ae4346ea437a7fe68e428ea,1588,15,18,29,1
s687f885e12de381eb10c105402290200,1437,6,1,7,1
s83959633099938fb87db075f7809762c,573,25,5,28,0
sfeec1d4af4ea3e9cbc4d965a84db8b05,67,88,26,57,40
s45126c76153d3d69899d00efcbcf1e55,152,44,14,38,16
s8ca5e51919ef31d3af18e70bf8d5bed8,1380,68,76,119,2
s0e94982c71ef396cbcf0cdd1c27c8e19,667,204,15,120,22
s64dab152d3cc3c69b1da50af514e2c2a,903,178,11,95,7
s41112c9503613a9db9b1a1c42617567e,323,10,23,31,3
s8b23ccb0f4e93907ab30298e67c600a4,1922,371,177,455,14
s8dd5081de0dd32a6ba510d00d1e3dd4d,52,89,0,14,54
s4c4d2456837a381c86b2cdf20cf471d5,1222,55,1,13,8
sfb4c931c8d273181b276a88b95d50276,1222,199,9,49,28
s4399337c46ef3cc9ac0348bc9318e3bb,1680,189,162,276,11
sfa658c650dc63ed4bac821f977b67806,878,18,3,16,3
s244cf35597573a96b2864e82512fac73,225,14,3,15,5
s8bbdc8ff2f9e36889b84f159e3860f2b,340,16,0,13,4
sdb81acfa3e543242b054e198b4d9d296,242,10,0,10,3
s5b97103d939f3a7891ec48553ba21834,315,9,0,7,1
s598b48b609bb3596b37557ad7401128f,67,13,10,13,13
sfb87dad2aab83d29a0955f8fc12fec1f,1251,192,37,153,30
s2a37c0d844223eb687b61328b706e8ce,776,2,0,2,0
s499bc23e20bc36d7bb8062a5f5eee416,425,4,0,4,1
sb6ddc73e7f873aef8f02a1319f5070a0,591,17,5,22,4
s80b6fbd742af33249b8995fa7fc14579,32,14,0,12,14
s22944c7ff4c33691bdf2fd93bc54087c,687,21,0,19,11
s822c5a89d2f43ef4938408187ad3d907,91,7,3,10,4
s6f646860da8d30a7ad0bc17e1f2588d9,1142,13,11,23,2
se57c7c345f4231ebbf1bbea919457a16,1716,146,52,181,5
sa4507f743a0b38f2b5b5b2768e3adc0b,1357,577,92,410,11
s0998de3368783c69aad3a6d0c7d8dec7,557,1,0,1,1
sa447a85d2f7939fbb4db511892860713,1203,136,0,88,33
s83faf184684d3e8d81271513e9ee70e1,30,34,3,15,34
s14dc089743ed3edeb343f13e4c18191c,35,2,0,1,2
scda1f6d5c92538ba8da6344c232d06cd,1788,47,20,62,3
s0a9fe391d3503f5cb69ddf0ddd932070,323,58,14,43,43
sc6929dd5503137b592009c0b6c442a89,480,8,0,6,2
s23305ce2d9c73a62b1f759592fd04c84,95,13,3,13,3
s4449e09bb1fe307390a4c5c41bc6cefa,1760,9,0,9,1
s759b6f8f609834278698c84aa50388b5,50,9,0,7,6
s7358a82e544d3792a2c76a36599b35c1,362,111,13,64,28
s5f81fd13667c390fbd4467c7c7effff5,396,53,6,48,16
s6c06c176e54c3abb9e0c3b557e3ab392,69,89,20,69,37
s9b1a8721f4073c02bd3f6377aceef070,151,82,0,58,27
s0a7eb747abcd350292c4d2a35886492f,1559,299,55,187,4
sb9e94f8484bc359299a9bfb7e925122b,740,128,74,148,14
sa0d109ca55803804905a17f5bec18400,49,10,1,10,4
s2ee8b620be7e35dbaf0f9b36c0e3bc16,495,14,0,14,2
s537e8201ca7c39579cd73c064d446fb2,140,22,8,27,8
s1d0fbb83c0a334c3baf248c912325695,373,8,1,9,1
sa48ef309849a3a5d8020e9c02b5c6422,595,8,0,6,2
sf76c6c1b8af6314ea3a217794efcad27,385,3,0,3,3
s397355f55ee2328aa914b74af919299f,452,26,47,56,8
sa3b094bc57173cb7aae02076527b9829,1092,241,3,133,9
sb399a315414a366e9921d5f99bcd96b3,553,9,0,5,9
sa633adeadb033678b340ab91bc816670,49,9,0,8,8
s4534d324786f3d7eaaaa12c14c3f8c85,1275,1,0,1,1
sc7349edbc45d368a971c944a06e07c98,1202,67,5,55,18
s152eead26d983fd69a96ff2954e126b4,572,30,30,55,5
sffc46021a8ab3d38a458865af39a1290,40,12,8,12,12
sb8d2a41b6978326491cd869d4f8cfe06,2019,53,10,58,11
s5812c6f9bf763a8f802ca9bda7f63d9b,40,8,1,9,7
s3cb77ea1cc6636b4a8c0cbd832510208,207,8,0,8,2
sb9d4b3558a1d3a50bf747d369a1a88fd,437,14,4,15,8
s868989b523023b039ed0e766852037b8,1199,8,0,8,4
sca335aa85ba5304897b14e8746f57197,928,61,0,42,4
s4c3c586e1cf9365eb5ef9854be6f794a,1679,173,0,90,8
s327f7e61b254391f8d04792bd5adb45c,757,14,0,12,0
s581f337026b93f23aab63ebc212cd885,1130,248,64,182,32
s8e6f1bbbe6413136920c280f5643bfe2,511,120,41,129,45
s2c1041481fe13796b40b0c6859c9329d,35,49,0,18,36
sfab55acfce283fe8ad981b4cb0294c4c,1162,3,1,4,3
s2b6a2c5c9e693630a0ead503d3d217dd,383,104,34,122,33
s17900764b89331688e50cbede4c70318,432,11,1,10,3
s94bb6bc683fa355e84b1bb26593ed777,786,11,4,14,6
seda052cc06623ddaa6a601fac61ba2f1,1145,34,26,42,2
sbd34c6f05e7a3800809a012819ac03d8,75,13,2,9,11
s98ff016d24e338aeafc391cf27fff7cc,390,22,1,19,9
sc194eb9b9d24363fa798c33eca7a776b,1137,125,1,66,11
sb293f8bc71513e4f862cf395dfc26a24,227,25,0,21,19
s7c8909fe3a1f3b29b24c43c46f8aea4f,676,15,0,12,6
s6ceca381d30130e4b81cfc759fe99923,138,5,1,5,2
s77e040ba133c315a8b135c4190e6969f,592,51,28,68,3
s17517a7daf753fb49c293a9bd6e73ccd,822,0,0,0,0
sdcde6c8391103ed780af3f6495036e3d,1153,4,1,5,1
sced3f02ddc093513a38fee05f5d9f793,475,77,0,64,18
se2a295f49f5e354fb8eecab783ecc293,524,11,0,10,3
s94ac4d95f0e93cd497e19749ee80bd6b,1506,82,0,69,14
s02e56b98841033cbbbbff9f355032b62,1495,5,0,5,5
s6ce9ed40d44d36d18ec74379a65f12b3,166,11,0,9,9
s3b464f70ca1d3ecca9c875d2230db801,198,64,9,35,13
s5d09de0e5206303f8a4e088a1f38ac25,217,10,13,18,3
s788fbe31d1ef353db39542d7887a57e9,901,71,0,48,43
s6db893eb12d239e389b44e67e41f3852,50,1,1,2,1
s8a69aab35077349da75874fac012cb97,1240,95,0,56,11
s63235f1b42043eafa9c9a2fb3f28894f,210,14,0,13,6
sa7b0c2c612be3decaa306fadc9db508d,40,10,10,16,10
s1c3aeb7ce83a3ca5ae526ac5d8b26822,534,59,2,48,6
sc3388161a4ff33a6a1ee730612c7a89a,154,18,19,28,3
s0564df380ac53c49a09bfd285ac60d07,83,2,0,2,2
s12cec15437e23c7aba192ba607f3db42,1613,15,0,15,5
sf7c22f4c6b7c3fa886954c43bc22ea30,36,2,0,2,0
sbc3680b96ba53a608bdd865dc18c2ab0,749,727,278,486,59
sb38f42fefa0b3d02bfa020ee3ebb6085,537,167,2,126,9
s50826c28214f3f90ba19722638d5b748,1451,38,0,7,16
s3429b693cf733637bcca5152bf7c1c62,1523,57,2,50,31
s897b43bd05fe368988fffce2c73fa221,1229,38,8,27,3
s81c234747e1e3958b76542fb55f72428,516,34,0,31,2
se62a5251d83e32a886d4ccd8994e02b4,1213,125,0,71,33
sf3dc7659a7d839fda9436530bb0e6ca7,54,7,2,5,5
s4b78d5f543213784a306c96507a38cfb,1024,7,0,7,2
scf4c2b2334603851872894d2c657a759,70,145,0,19,51
s721d02988658354ba164b154b438133e,35,24,11,23,24
s9592a1fa90b2326e9ad7233c2e0d47a9,1599,2388,378,1191,35
sc03594e2398b3728bd2a1b8d9d81cd3b,1406,96,40,103,6
s426761cd40093573aecfbe16bc2c8c46,87,64,1,20,22
se22b57586be834eab7abb336820f4efe,353,6,0,5,2
s766250ff89143516aada34d8f6942491,61,4,0,4,4
sc8106b8e31a9327f9e731c0d6dfaae0f,426,24,8,30,10
s84c261bcedd63eafbfdb7a0a93ed0ecc,163,9,14,20,3
scef349beef21380eaced62ac4174c830,336,1,0,1,1
s5805d066b4cc3596a759b3b3a0e95b64,398,3,0,3,3
scdfb1bea45db3727a41e59d376780341,166,92,0,52,85
s77844a267b3e390b913048683ecdc8be,1657,240,449,416,6
se2fac613c8c7362a878972bf48178804,1433,349,34,195,11
sbf761429373033be8af6ac4d8dba18fe,1753,108,68,160,17
sec033e37ce1e321899a20aa571aa02b5,176,2,2,5,1
sac990f8b82e03cad83a737e0ab0380bb,1621,38,3,34,2
s6b90e127d79639a48b19cac6ee2da23b,568,138,67,158,19
s48cce4e086ab3f59b272eb802a2f8b09,84,43,0,17,42
s3ad3abad49263204a5ec8c787f7dc422,1176,420,33,307,23
sfd8a56e6373c3c5b80e4542bbcfbb14c,1754,29,0,25,9
se6c3df2592aa357dbfad401c20dce745,268,49,0,31,4
s5f93d637474e3caf986c1e4c8439efd8,1099,66,2,61,12
s5de203287b853e2983fd3d286fed2a2c,167,107,6,85,42
see82ba2858c3392d97d9ab8a65a6f611,779,32,2,33,13
s2d638cbb274b3a09876ad2e21753e140,950,33,4,31,1
sd05f61db7587349e84702e17af114c5e,446,22,0,20,2
s7db87de5a3233e28a29798abf5f3144d,409,57,5,30,10
s2f8985aca31138bbaab713529baeec41,493,4,4,8,1
s3f8e54ec87a4380191dd9e100aa85d70,606,3,40,38,2
sf856a67eea623e189dfafeb3b75a3ec5,1737,56,9,62,1
s699f0a6185063408bd71293d850723c2,916,3,0,3,3
s11cbe54a963634f9b5728d0c1485e1a5,1731,49,1,37,19
sb15227ed84523460a5f7bf95d923af97,1522,13,0,12,2
sc25c76dc60c73674a966224206f52d20,65,16,1,13,5
s317ca2f970af3fc5b3d293dd49c5354a,525,49,1,38,4
s40704d4d408233aaa46629a3ae75e185,335,104,55,113,4
s3dbc05be1b0a3fd6912aa32487f29dc4,1601,12,13,25,1
sde6518dab12d35a3b6bbfdf80d551c51,191,26,0,25,6
s3ac931db8c3e302fb05a9d57a472b57e,1454,15,6,20,1
s2e3858df5a2b3c77860933f4d17a89bf,562,41,0,24,3
s29be842b957337bea39a2f7f1902862c,1128,39,0,27,19
sf3a8a2655efd3a2094cf4ea88d5b470e,418,2,2,4,2
s62b247bed4db3f5fac67bb5486aeea9b,1500,35,12,45,9
s90fd2372fa443e3c8f6dbe017ef74c79,67,5,0,5,3
sc79b79761fe2361b8615b964e3143083,1127,175,1,151,2
sb6b7e11571823516b74c0f4671de6712,233,363,0,83,27
sf6bf2e9f76473d67972a11975e4f7c73,374,54,26,68,17
sd639b610df17380f9911da21309940e0,1291,17,0,11,3
sedab2f60eddf394fbda1700eafca94c9,1479,2,0,2,1
s5e6e99149d6d30cdaf3342de8bcd21d2,355,78,0,33,15
s781c9cd61ddd35fdbeda4e4071d419f9,427,13,0,7,12
sd4f0d83486323175ab4362e10b4f7410,46,18,3,15,17
s10d53eacd8f732bfb3c86d1ff2c438fb,86,8,0,7,7
sbc12fa6f6208326aa2dc24ba711ed266,60,38,0,25,38
sbac089ee1f9d388e9485c83a01c82776,1352,34,5,35,4
s5a344f9cc3783ef18ae9b4e68aeb6ad2,258,17,0,16,4
s409939c91f1e30198607bac14e39f04b,82,14,0,8,6
s80ead5ea6e8a3ba4926c144806e46549,459,20,0,17,4
se141c9db8a7e34828e335f4172369dcb,852,29,4,27,2
scfc309ab7ad93ce5a6dce6471d6cd7de,1030,11,1,12,3
sfe9aa1f6a36b3de6b734e0dd6c26ce9e,42,1,0,1,1
sd06e2f36e8443f83be69d894842d40ac,406,22,0,14,1
s01273d07ee9b38449e05456ca04d29a3,203,60,36,80,15
s2afbb34db3e9361e9554f6c92961d786,48,27,17,41,1
scd63f10ed3f93baf9ab0232feb9a88db,1281,7,4,11,2
s3a120d38e3fc3ffa9dfe985f7ff01852,82,2,0,2,0
s497ed07088973340aa03a7cc4ee9205c,72,14,0,12,7
s0c0c15ddcdd831efb556255bf7b12af4,518,13,0,10,13
sc1780032eb083cc59538ae45517e2245,1097,100,47,92,38
s391d5ca5824033dab414adb8325a3889,340,80,15,55,22
s0f08ba21b00c32ac986d57cc2585b271,55,0,0,1,0
se163d71efb963c818303107f87f7e866,76,33,0,10,10
se464058e124e36ee85d933e1d695eb5b,1093,56,4,55,2
s73e23b4531363412a44161360eaea21f,116,6,0,6,6
s722b47fd63593008996d3d54c0e5c604,88,2,0,2,1
sdf0abc0e0383325096702b419d019d42,478,55,2,39,35
s1953e60a128138828880691d7b2a3e5c,467,105,1,55,51
s826477ea94cc34f4aece5264c4f93e5a,2954,97,62,138,10
sfe20b652e519324e86df63c6170f861a,43,3,1,2,2
sd1a001d6399e3a5b86f7b9995dc073de,489,3,0,3,1
s4566fb1017263994aba147843523bdbb,410,40,2,29,6
s9896363f8fa63a3d9edd027aa9448342,811,4,0,4,4
s3909892ebbfc3beab7804ee9c5981991,286,3,0,3,1
s32b6aad1ed353082af8659fa9c80a9b5,349,578,364,870,42
sa4bb473fb63234caa8c61e8318473828,1049,2,26,24,0
s3e77d362c684351099182e01373e4932,1345,213,30,156,20
sae4e51d9585e3b439436612af44d662b,445,28,0,17,13
sb09494333c8330bfaf5740b0b6a72a72,2880,0,0,0,0
s45acaa8ad9a638c6839e0c7c8477aa47,1173,4,5,8,1
s85ba8affca4c366ca060f337c5d6b198,1368,31,3,29,11
s6f3455a2b6ed33ed8f523439e4eabf7c,392,11,0,7,7
sfa98d27f87603784939f1080471914bf,348,7,20,17,3
s474482cc45fb3b879e9026caa30331df,50,8,1,9,2
s1242c6b450ce3d53b20b1e62ea680f63,73,2,0,1,2
s1dbc02aa1dd73b9a93153812b6d2ab20,52,2,0,1,2
sc053ce48aef8357482333c0467061535,1302,6,0,6,5
s1fcaca5c775f34869d896dddee96cd40,402,3,0,3,3
s2c2120a4810b381180673df39c28446e,1114,17,2,17,8
sda9e00906e9a3d719b73a63a3a9602a5,331,12,0,10,2
s7ba30ac92f5c315cb291c82359f2a66c,1405,3,0,3,3
s7e32ea5242ef3e79aecabf85d75b69f8,35,13,8,20,12
s48c3de4089373111865d37c5b90b91bb,886,41,0,38,4
s9e7f5618b00a3116929a02a39c9d8306,219,19,0,13,9
sb869364fca323e389c19a37a4bebfff9,2381,4,36,38,1
se82d7307c9ca3f04a1c6e8d727905278,495,52,0,37,1
sbc04718daafb3e6d9b85cfaac4a7c2c5,982,126,0,111,12
sc91e0d2451d63d06af0bf122dae12ab2,588,134,17,109,24
scdf70897df383a29ae762d6f326d3f28,876,119,98,127,8
s05acf956d5af3340b65140cd094d20bc,1163,162,9,144,9
sb9455346a0243a3da30197db99e2e880,31,4,0,4,4
s06ca79a73f2531b3bd61368aac90243e,743,16,0,14,12
s79a4f396cbaf38169231b1c1431478a1,198,15,34,49,3
s242ea84f03dc3373b556c7eae98cfe87,237,18,0,17,2
s80d3d33e7c593ffbb1072bd90e0afbf7,401,11,1,11,11
se711900399803e78af9879bb79976cdb,866,30,3,27,26
sccf564a10ff33033848aa45e5792cab0,365,45,29,66,5
s9fe8b903c536320ba9d0f127725c6391,1527,1685,244,1148,77
s16250e7c199334efb35aa1ef3d4237c5,770,8,5,13,4
s3428e699b4e43b09b64d4cdb109c0150,2173,9,108,104,6
se2eb6ec9552a3197a69fcde1c18a651d,187,7,0,6,2
sdf7eb8d3e18935dfbeb7a4c83c167999,321,8,36,38,7
sb1f2a6e255af3cdcbe3f2421cc0969ee,1275,15,6,20,2
s12d96c9ed92e3f9dbee8d95487b7855e,191,4,0,4,4
sfbd12d2e593332719bcd26285bc3efae,795,29,3,20,3
s9d05b01052e03431bdd3310b2496caad,377,36,2,35,6
s7d04d41a1b6139d2812521b1f94ad517,489,67,20,69,36
sfabfc2ea9baa365eafcfe396efa8a20d,1721,28,2,24,2
s428b3667be383b289167a0f76f439791,808,15,0,11,8
sa8c32d1c4f843f0ba4fe428e1987b03f,2330,30,4,31,2
saf030ad7510c37349b5fd5abd8b909f4,33,8,0,8,6
s13ac422e1def3949b56376be731614f3,962,40,0,27,1
s10687e2233df3d9aa6d655441b27a56a,304,3,0,3,2
s48e349d4f6ca318180ec55e7512b5b41,206,4,0,3,4
se57cd82ed4ac3ccfa5c306b30c37f294,65,2,0,2,1
s02de00cc06fd3bef9aaf01cfde518b9f,1469,149,28,115,26
sca1755edbde43f2a9b7ecfb5023c5c17,543,6,0,6,6
se3d713d9763034589f176b677afa15d8,806,64,0,50,64
sdb443a5f50c63e4283ad646111a61782,207,24,1,19,3
s9572423571f13000a000880247cf52dd,750,32,15,28,8
s3b2bd2148af73ecea95a441bcfd0f204,1457,31,2,24,3
s7c89b6d993ee3028b33a676bec1b5ff8,245,14,3,14,5
s6ca041e57b5c3343984a82da0ed409e5,313,15,1,14,5
s7ad094ba9191370a9097888006c1a559,415,57,0,36,5
s70c601ce65543508a5b11071fbadfad6,262,10,17,23,3
s9e441dbf306934ebafa5efc756c9c266,195,23,1,19,6
s7e18884b2f1e391ea687d182f7e34282,809,18,0,16,2
s4bb4169386ac3f789bde8e17914cd5b8,495,36,4,26,5
s919a52518e0e3316ac65576dcf5d6c81,149,50,0,35,14
scf6799527c2e376ea60fc1c25c7f2f25,494,40,9,28,38
sd167089b3c723438a4d307609879e008,637,229,0,128,13
s02e9f469203d3494b07abdcde8752951,489,4,3,6,1
s4482eefdda763058be0178b71978e180,388,21,0,18,5
s165d5ba4286b3ca7b33cf06e13f83efe,505,113,34,115,10
s19146d136f68332dab370a79dc40fcad,62,12,6,15,12
s02f1f841bccb3e25b2de0bfb05769f73,38,3,1,4,3
s72980d737884363590cce11b25dca190,211,21,0,16,5
sf8db3dfcbcec341192cdc978759ecb27,287,9,0,7,4
sbd326884a2253a97ab59c27bfbdbbcae,488,13,8,18,4
s25a438336bb73b6ca9298215716b1088,42,1,0,1,1
s75e619af3b253d8da6e30f4b40ba7be3,352,43,5,31,4
s92582337a9943010af55d784fb7d2cfd,1142,57,20,74,3
s4cf97cffa2543475a2490f430d402078,299,71,24,54,1
s1f07dc2404df3eb2b1f7854cae6a716e,1218,1,12,12,1
sd71a1ba05f983798904edd5f5317a7c3,1236,17,0,11,13
s45e53a4e5203304a939cf90eae98ae10,246,23,4,18,1
s27e9ae07142c384daba9c58384bb4476,1426,38,17,44,5
s89ac2b735c603ee882809d883414f259,76,3,18,19,3
s8fc0af1a8c933ace9cae2f6d72233d6f,595,119,0,102,10
s087fa6455f613da4ba541105155431fb,574,15,6,17,9
s43a78fb07d423684ae0dec06143bf43c,2494,266,87,260,29
s63ae03b0a7e33afb95a9a0e8a7a249a5,1021,12,4,15,6
sc3b53d4d3f3b3564b69d0c46f356f691,30,3,1,4,3
s05fd3947e5b231c6a2af41564902fa83,200,15,0,11,3
s6332040d5e4c36539e00feac5b89949e,1266,49,4,35,17
s001a8b4ca7dd31c3b37faf12a36317fc,838,13,4,14,1
s306f8fc915573fa0a8b382272c8c4773,63,27,13,33,17
s6b67cc0333cd3de2b11a3122911e3d7f,31,0,3,1,0
s8f0c2cbbec9b3a5585dc5ef56d2ee949,844,57,0,48,18
s1139819b073039e09a8a40dc73a0f610,196,3,6,9,0
sb9d785e67e9338f08a86f1765b389bb6,33,22,3,13,16
sc440e31761e637369490488d8e2f741b,1030,18,0,17,0
sc8d7631e731838e7827c31b965344615,48,3,5,7,3
sed77a700749b3949978f73d9f81e9cd6,51,22,0,14,20
s6e5f3efa4aba340ba2ceee0481b78cd6,31,31,1,23,30
sb7573be7446e330594f31eed56fb39bc,1059,74,20,80,9
s56f3245c09943664a248aaca325aedeb,522,4,13,13,4
s1c100e2f313637f0beced13b599d574d,495,4,0,4,4
s33fa5e2dce3b316e8f139fdf9964cfe8,1700,99,217,218,0
s5cafab011c3d3152af7bac8b8a859c3a,107,0,2,2,0
sbfe3e3252d6d378d9def0b7bd0b4ff4a,517,23,2,24,2
s2d45452919513980b5c68cb2375a179f,984,34,6,33,4
s578a3405cac837a3b0220e5041d27fa5,68,14,7,17,6
s1bf3ee34ade7391fbef8fe4814c88707,117,11,3,13,8
s39767805a0043c7696b5774b215ce7d5,2571,215,111,296,7
s5638ff0684f13c718ac859c44dce5147,838,38,9,33,9
sf302d50f2c81396eb47d4995723cf393,154,3,0,3,2
s6b4a3717098c342d9022d85d72c19dc9,541,9,1,8,9
sf5262843054d39bf9bad15b87e94c842,42,0,0,0,0
s96badc3d752b373e92fd674fc71f7805,1178,31,9,39,2
s6fe44c21ae433a51a8d319d77ede1015,1269,11,71,70,7
s8bba6f4783ed36f784511a7e43a7d36b,2459,47,23,57,2
s9530f97531693d3d8eb1dfdbe9e5faaa,367,2,0,2,2
sec8fcdbdd04a3b699bf85ed225e19b35,51,3,0,2,1
s210d5a415f43374982f687c9e5e5c6a0,434,55,25,57,5
s01e7ba305d2835b38f79621c31a1ceb0,74,39,0,24,38
sb29233870ef03a378337cf8c74b89e20,1679,201,368,436,6
se6ce92f44e3730d197a02e3eca94e243,716,12,0,12,12
s83493e99268031379dd8f96da187d851,43,2,0,2,2
sfc451f7d7a57362e9504198c4c2dbb3e,1444,33,0,30,1
sb0362071a4063a209addee5696b972ae,964,69,14,61,7
se4d31d9523dd39a0b69d36fb1ae7f5cf,212,16,2,16,3
sd2f1eca2f852371fa1a3f4d748279262,519,149,11,80,17
saede3819e4973aa69914657f3dbeb492,324,19,1,18,10
s65a5180932393fa0bd392b21293fbf9a,162,121,0,44,71
s0b1e3aac9cf339c69b04ea083fda5bf8,1219,125,4,97,10
s66c37ed6994a3b24aec7f21478758a12,55,6,2,7,3
sa916844d7d0030ba99bfadbe9505bc07,474,5,3,8,1
s58448d14bbda31c29f80b72ad6279089,76,6,0,5,4
sc85500e0683b327e990b17968868f77e,83,2,0,1,2
scef43e3e97d53e969794f7f92d4409be,748,277,9,98,17
