registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount,userNo
525,518,63.8,173.48,0.907,58,23,35,0,71,29,42,0,0,0,44,s1082d37ec24a3738ab07cd0964f52699
406,6,0.0,190.11,0.53,9,9,0,0,9,9,0,0,0,0,9,sc876bb3f05c338fa8da938c22b9a45ff
516,4,0.0,130.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s3b9ad0e9ad3131529d28449996d2019c
328,70,0.0,209.0,0.334,3,3,0,0,3,3,0,0,0,0,3,s38e94caf77ee364194134530a91fca62
770,416,0.0,127.0,1.0,2,2,0,0,15,14,1,0,0,0,12,s5b933f7f09d63765bdb8cda8d5fd18ad
594,348,0.0,58.5,1.0,4,4,0,0,21,21,0,0,0,0,13,s2ef28f2d565e3f6d8bfb34ed546b0e73
573,222,0.0,93.43,0.875,7,7,0,0,24,24,0,0,0,0,16,sacd40775121a39d299d3927e43267a43
400,365,41.53,57.75,1.0,23,8,15,0,104,17,87,0,0,0,59,s6c38d6c841f73cff9286430dc15e4cc9
1658,4,0.0,224.33,0.6,3,3,0,0,3,3,0,0,0,0,3,s5ef7b3cd84a03b0ea2bb67fb6416dda7
526,402,170.0,224.5,1.0,3,2,1,0,10,6,4,0,0,0,10,s632dc436fe5433c7bbdafe02f060f3fe
685,685,47.89,46.65,0.99,92,83,9,0,438,391,47,0,0,0,242,s2d16f23a680e3c5a831eb3c6d8ab4ebb
483,4,0.0,771.0,0.25,1,1,0,0,1,1,0,0,0,0,1,scb9b7d92939f3cce81495c865e4f5616
613,572,0.0,120.06,0.884,53,53,0,0,734,340,394,0,0,0,410,scfd5d2fa54c5316cbc87553b2c19132d
1079,1016,26.5,268.0,0.858,12,6,6,0,103,94,9,0,0,0,87,s4f619cb746243859a316aec0d2872c70
1137,1113,0.0,376.5,0.667,2,2,0,0,3,3,0,0,0,0,3,s8b66108b5bbf3767a6eb21474d18e769
87,6,0.0,72.33,0.3,3,3,0,0,3,3,0,0,0,0,3,sb7b1edcec89231009867ea7c4fcdad2e
303,302,86.5,98.71,0.9,9,7,2,0,26,24,2,0,0,0,18,scd952748a55537589ee9ed7e3a9cad97
502,481,0.0,50.95,0.983,55,55,0,0,161,156,5,0,0,0,49,sdd4412d2c22635919d242d7c02c41cab
921,314,0.0,177.25,0.286,4,4,0,0,12,11,1,0,0,0,12,sacfc4eb361c23069b5058410ce667787
32,4,0.0,141.0,0.5,1,1,0,0,1,1,0,0,0,0,1,sf0476711e87f37e398058405014c7db6
1197,77,0.0,52.33,0.858,18,18,0,0,66,66,0,0,0,0,30,sb7128a3754843a91826be22875c97978
784,179,0.0,61.14,0.7,7,7,0,0,21,21,0,0,0,0,16,s3adc1451915d3614b875467127cf0e49
643,516,0.0,49.05,0.88,22,22,0,0,143,142,1,0,0,0,56,s5a7c7456082e341d8da2d3081434c895
187,23,0.0,229.0,0.2,1,1,0,0,1,1,0,0,0,0,1,sba68b204752a33468ada48c348feec57
478,239,0.0,44.83,0.858,6,6,0,0,86,67,19,0,0,0,59,s82588bc2ea7d3086affa22f134c64767
261,81,0.0,240.5,1.0,2,2,0,0,49,49,0,0,0,0,19,se5c2c346c62038859c49780b5ac38198
148,148,67.86,176.3,0.831,44,37,7,0,91,83,8,0,0,0,77,s792a5133604a379d83d3a57ce9cf6cb7
243,4,0.0,450.0,1.0,2,2,0,0,2,2,0,0,0,0,2,s2ed25132f4763e37b6a226dcb6722e40
1006,979,0.0,170.0,0.667,2,2,0,0,44,44,0,0,0,0,22,s8e4a49752d75375e9a47a88a191449a6
44,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s0b69da3e5dbe3083b99560af4da0bf81
41,11,0.0,112.33,1.0,3,3,0,0,3,3,0,0,0,0,2,sd157ad5f429f3b569b404acb76439bfb
93,46,45.67,44.5,1.0,15,12,3,0,24,20,4,0,0,0,15,s38d1e77739833c8b87b0ee59038c7e64
35,34,0.0,377.0,0.667,2,2,0,0,3,2,1,0,0,0,3,s6e0189bde086337ea6ffefbdcd994e6b
1564,1399,0.0,104.8,0.943,98,98,0,0,1190,1172,18,0,0,0,635,sb439d6e16d5b3f469c314a1f7e07e93a
528,528,41.0,56.43,1.0,10,7,3,0,198,157,41,0,0,0,128,s4709a6cac3593e41b7ca530bfd4c5c4b
186,169,0.0,0.0,0.0,0,0,0,0,4,0,4,0,0,0,3,sc75d57c549fe35508f79a20acbb933df
606,606,124.41,49.73,0.976,160,131,29,0,226,186,40,0,0,0,71,s0f44e94b197e374ab7a5ed74891dcfad
45,6,0.0,324.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s58856f1239ba32f09a1452f2a24790ee
1123,1123,0.0,188.0,1.0,3,3,0,0,93,86,7,0,0,0,63,s9a058ac7bdb53da09d09228fbef46334
517,448,0.0,62.3,1.0,10,10,0,0,57,55,2,0,0,0,35,s7d376860d0873cfcb387b3c33ab85870
1883,1875,0.0,147.64,0.778,14,14,0,0,277,116,161,0,0,0,247,s7ab65e78096a3ccbb835bdaa69329e7f
170,68,24.0,131.4,0.889,8,5,3,0,21,18,3,0,0,0,15,sf9c95216e8fb3ac685d868e734e9d09d
471,50,42.5,89.58,1.0,16,12,4,0,21,12,9,0,0,0,15,s6956c91b12b13b01b82d364740626bf3
66,32,0.0,103.1,0.77,10,10,0,0,11,11,0,0,0,0,6,s0a44c175682f3084a90efc47d137f375
782,781,0.0,109.86,1.0,8,7,0,0,62,19,43,0,0,0,46,s099a43fdcb323322a3e3f9acd45dd38a
32,32,115.79,59.38,0.858,126,112,14,0,126,112,14,0,0,0,44,s9b5465daaabb387488d78262924d1ae4
45,45,43.0,240.0,0.4,2,1,1,0,2,1,1,0,0,0,2,sdd237929513934b4a2b2e8aab77794c8
226,14,52.0,68.33,0.875,7,6,1,0,7,6,1,0,0,0,7,sdba67961e5e23491bfc457bc41f37ebc
625,323,0.0,57.77,0.929,26,26,0,0,105,102,3,0,0,0,36,sc33ea40e36d53257913acc8407cfcd14
370,370,219.75,129.7,0.737,14,10,4,0,35,30,5,0,0,0,26,s670bca6874843ee0bd46b0b9ba90f972
33,32,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s90bfc47b3a513be8909fd5d5f3ab4b0c
750,750,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,sbf5e1df804f93330a52aa2dac3f3ec0b
1345,1345,455.43,94.45,0.936,29,22,7,0,334,194,140,0,0,0,169,s77daa3d6f9623c818ae9af561e23af49
229,229,0.0,93.5,0.667,4,4,0,0,61,61,0,0,0,0,36,s5ea7e4cbfa0a35f6b0a80dff4e8d4a91
512,512,186.0,251.67,0.889,8,6,2,0,20,16,4,0,0,0,18,scb970139ead0358096059bf9d1d07d2f
322,321,0.0,70.0,0.924,12,12,0,0,23,23,0,0,0,0,11,s6d71555404903014823c547ff2ade035
1806,1143,764.9,54.36,0.927,38,28,10,0,93,53,40,0,0,0,53,sbf5cf4518d383cfd935d1df4cbf61ebd
1496,1473,29.0,110.67,0.889,8,6,2,0,218,199,19,0,0,0,132,s1f8375d935453613963242201cae69a7
30,30,27314.0,0.0,1.0,1,0,1,0,1,0,1,0,0,0,1,s64407f71f3e733268111ff9cf692cfe2
312,32,0.0,161.0,0.6,3,3,0,0,4,4,0,0,0,0,3,s89c08462e04e31199a1fcb2ae1c67289
348,305,49.67,78.45,0.637,14,11,3,0,14,11,3,0,0,0,7,s30f0bb0a81cc3f4c92f9a58576e36559
340,340,66.71,53.52,0.91,80,63,17,0,387,304,83,0,0,0,225,s8b35be584d3f3dcf82b8965ac1381026
523,265,173.0,127.11,0.847,11,9,2,0,23,19,4,0,0,0,18,s51814efce57035d39d71b4c8a3dc712e
102,102,53.0,128.67,0.875,7,6,1,0,12,9,3,0,0,0,8,s4880b7bb2c01302bb73000533db72ff6
931,787,181.13,185.0,0.952,39,1,38,0,448,1,447,0,0,0,358,s25086c5dda6a3854ba7202b3eff496af
517,513,91.14,99.89,0.962,25,18,7,0,175,123,52,0,0,0,138,s2988e06627f230e6ba58349667654dfa
1753,1744,0.0,97.4,0.91,10,10,0,0,310,290,20,0,0,0,200,sb85e0b4b68f63507931b62cb03c7fe9e
262,70,0.0,64.24,0.895,17,17,0,0,71,71,0,0,0,0,49,sfe674c9dd119377fad1ee43df81a4a35
279,279,0.0,110.25,1.0,4,4,0,0,10,10,0,0,0,0,6,s609e539aaf6c3cc085826edd082b044c
377,146,66.64,33.63,0.955,63,52,11,0,99,78,21,0,0,0,45,se65fd0f674ed30d691edaa93560bcf8c
41,37,0.0,287.11,0.667,18,18,0,0,22,22,0,0,0,0,16,s30eab70b1faf317c9297394726e93a26
233,233,221.33,158.02,0.603,59,47,12,0,242,177,65,0,0,0,192,s447588ed0f323c6895e92fcf65c9a22c
134,117,26.0,61.25,0.9,9,8,1,0,47,41,6,0,0,0,26,sc2925286260d31eda97ab885b6ae0c31
377,48,61.5,87.44,0.424,11,9,2,0,20,18,2,0,0,0,17,sbbdfc852fc8b350ea62af88c12cf1354
504,289,27.0,185.0,0.572,4,3,1,0,33,29,4,0,0,0,28,sbd83b4e2cd5432c3871a031ac1f73293
94,94,428.56,104.23,0.961,49,40,9,0,166,124,42,0,0,0,79,s14525424fb2d3fb08391630ee19e35a3
324,324,76.5,50.88,0.905,19,17,2,0,194,147,47,0,0,0,80,s550edb18a59f3b39a4310b4b0f26343f
1528,1525,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,3,s85be52b1f04d3c42811c32ff89784247
525,525,643.19,47.95,0.983,340,309,31,0,2068,1840,228,0,0,0,426,s724180cca46337c4bb4aa57444bf5650
213,174,0.0,190.0,1.0,2,2,0,0,6,6,0,0,0,0,6,s350a6556aadc3c3c947cdf947e0a58fd
121,120,5393.5,205.25,0.737,14,8,6,0,47,36,11,0,0,0,36,sfec27a2c0fd73fe9a9e53fc08e66d04b
201,131,45.67,157.86,0.715,10,7,3,0,31,23,8,0,0,0,28,s171f89d5a2a4372ba20fe595dbb000b8
528,493,51.5,102.71,0.955,42,34,8,0,134,97,37,0,0,0,86,se82944b5879a394894dae3334ccae19a
364,251,226.5,174.14,0.889,16,14,2,0,49,39,10,0,0,0,37,sdb0abe2d0e963082b6b088cf07325096
36,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s93040ae37b773942838489c5d4120bc6
2961,1794,0.0,46.04,0.962,25,25,0,0,1618,1512,106,0,0,0,766,s892091b7fc31357e9e033fd153fe74a3
391,320,0.0,65.8,0.834,5,5,0,0,56,56,0,0,0,0,32,s62e420d90b2d3a1bacbf1205d91c8b80
1807,1741,0.0,226.69,0.552,16,16,0,0,256,256,0,0,0,0,203,s02224972865e3d15983e0f7cc267d72e
66,21,0.0,125.0,0.3,3,3,0,0,3,3,0,0,0,0,3,s63722af9319e3f029d83f14ee1972821
336,332,0.0,467.5,0.667,2,2,0,0,11,11,0,0,0,0,6,se619aa4810b93f918664cd872c128e87
496,324,0.0,59.13,0.616,8,8,0,0,26,23,3,0,0,0,18,sccbbff5009763ebfb365b06c4f51882b
53,50,0.0,297.67,0.75,3,3,0,0,6,6,0,0,0,0,4,s76fdd852ed5a3b41a061c7d748557987
63,30,88.0,151.0,0.667,2,1,1,0,2,1,1,0,0,0,2,scbfbed50c3c63859a68b862dcae650e3
1448,386,0.0,29.25,0.64,16,16,0,0,37,33,4,0,0,0,21,s9f6429f629ad39319d815e25c0125b43
74,6,0.0,507.5,0.667,2,2,0,0,2,2,0,0,0,0,2,s02decfab45ad3700815e679b448b25f4
1721,1685,63.0,81.0,1.0,10,8,2,0,166,94,72,0,0,0,118,s43f67eb241183556a9b577277c0ab991
212,52,0.0,179.13,0.8,8,8,0,0,8,8,0,0,0,0,7,sb5b0a63edd1537248c5b40be391b932a
65,56,0.0,85.4,0.556,5,5,0,0,6,6,0,0,0,0,5,s74b67cf0fb9d38218684934ea6d954d3
223,221,0.0,68.52,0.946,122,122,0,0,265,265,0,0,0,0,123,sfac2bde119cc35ef80268bc10ffb618c
66,27,0.0,153.53,0.794,127,127,0,0,127,127,0,0,0,0,78,sad187470e2523dbfa8478eb0cd88ba9e
1457,1455,60.25,91.6,0.929,13,5,8,0,86,60,26,0,0,0,57,s03db4f2722033d678ac8e98c142a34d3
511,476,0.0,142.75,0.616,8,8,0,0,24,24,0,0,0,0,10,s2ad8dff8383c35618ebf365e7dfb8988
56,40,0.0,0.0,0.0,0,0,0,0,8,7,1,0,0,0,8,sf4b9b3fa45923598a3a01e854eeb7082
304,303,92.57,136.23,0.936,29,22,7,0,58,25,33,0,0,0,53,s9d66db318db63cd5ae44d4f5bf33eb12
1569,15,0.0,62.33,0.75,3,3,0,0,3,3,0,0,0,0,3,s79ef5591bd853fd79cad95ce4e613577
495,5,0.0,158.0,0.334,1,1,0,0,1,1,0,0,0,0,1,sd3d3edc8237732b0a53d3d662bf82e88
1544,1272,0.0,181.0,0.563,9,9,0,0,54,39,15,0,0,0,34,s24e6840da9a33d98b6842ae09fcb027f
49,49,0.0,100.0,0.084,1,1,0,0,6,5,1,0,0,0,6,sb85a07bacc9f342e85ce6cffa392aff1
563,511,0.0,60.36,0.8,28,28,0,0,69,68,1,0,0,0,36,scdb7daffc092315691797b15909bf266
858,828,0.0,179.33,0.643,9,9,0,0,89,81,8,0,0,0,55,s34e153aead55365c94e69badeced5df4
318,318,0.0,215.0,0.334,2,2,0,0,4,4,0,0,0,0,4,s4323485483d330b88c409acd2f06bedb
800,89,27.0,87.0,1.0,2,1,1,0,10,5,5,0,0,0,9,sfd23e3bd5057315fa3b1fc67acc3efc0
100,89,47.53,150.35,0.837,41,26,15,0,131,100,31,0,0,0,69,sfed5179659213b8cad34549520181095
878,877,0.0,121.5,0.4,2,2,0,0,4,3,1,0,0,0,4,s083ba5b249a73a51bbab2a59ec7d7574
66,4,11863.0,71.8,0.933,55,54,1,0,55,54,1,0,0,0,22,s72cf7d0d6a9f3d13b6a1ec3f8baff310
1726,1435,0.0,159.27,0.971,33,33,0,0,517,344,173,0,0,0,358,sff28ed8b645d32028ec5897e64a7dcd7
1549,1549,34.5,70.54,0.968,30,26,4,0,307,254,53,0,0,0,101,sf433ace7e24935a7bddb2ad363a776a8
890,889,0.0,61.0,0.625,5,5,0,0,36,36,0,0,0,0,30,s85f205aaedc235e494d86ead7ab3a853
104,5,0.0,147.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s67b77fb8e5813740834e77bd9be1ff52
907,191,4164.25,91.0,0.75,9,5,4,0,10,6,4,0,0,0,10,s6d4bab6ae5c53b358957ecb2a8943c3c
305,44,0.0,143.5,0.667,2,2,0,0,4,4,0,0,0,0,4,sd9e10d1d193d335d9b7420d407b2e283
341,340,0.0,65.86,0.911,51,51,0,0,67,62,5,0,0,0,37,s80544bb6b8113309a9175a92d673f8ad
491,4,59.0,368.0,0.445,4,3,1,0,4,3,1,0,0,0,4,s72ddcea8ddd836039b411d2354e1a122
39,39,0.0,156.5,1.0,2,2,0,0,3,3,0,0,0,0,3,sc8ff8cdc605931cba48bd8636239e0ce
149,145,0.0,91.0,1.0,2,2,0,0,9,8,1,0,0,0,7,s99ef1752a795396e83c508e536463035
396,394,155.0,178.6,1.0,6,5,1,0,65,57,8,0,0,0,55,se86a33eb2a073a229ebea15380b31287
46,39,0.0,319.8,0.556,5,5,0,0,8,8,0,0,0,0,8,s94cecfdaaeb0323793d9f8055b46f1a4
1059,623,26.0,100.67,0.875,7,6,1,0,74,64,10,0,0,0,59,s2c044ee7aabb3e30b4d7a6c057df3777
1521,1461,0.0,88.4,0.946,35,35,0,0,202,179,23,0,0,0,136,sd832bab0f207361cb9df033e3703ac91
35,34,0.0,149.89,0.9,9,9,0,0,9,9,0,0,0,0,7,sb017fd53c2be345bb516e6b06e444074
1106,312,0.0,140.0,0.5,4,4,0,0,8,6,2,0,0,0,8,s15ec175b7159355389a507b311960e77
113,113,0.0,122.73,0.917,11,11,0,0,44,42,2,0,0,0,23,s9ce2ef908457371c8059cafd0787018b
1759,1620,131.0,0.0,0.5,1,0,1,0,25,10,15,0,0,0,21,sd86a14d1dc573582a55cd3e4204ff20f
1858,859,147.0,292.33,0.834,5,3,2,0,19,11,8,0,0,0,19,s2b8d76c7cee239639e4a4370ec478182
490,75,104.5,101.8,1.0,7,5,2,0,12,10,2,0,0,0,10,s0f59a6f073a634e49b5bb44537b02238
125,125,18.0,39.29,0.962,25,24,1,0,81,75,6,0,0,0,34,s20607034e746311c8fefee6b28838869
1169,1148,0.0,116.23,0.813,13,13,0,0,23,23,0,0,0,0,11,sf55d0af144963939adde7b8af8eeffb7
696,5,0.0,294.5,0.4,2,2,0,0,2,2,0,0,0,0,2,s34193610ee34385d91bf69386b9507a3
271,270,40.0,57.78,0.889,32,27,5,0,50,37,13,0,0,0,24,sb449496c6f633f3895fb1c2113909677
1250,1250,96.8,152.5,0.9,9,4,5,0,61,36,25,0,0,0,60,s1f68b383a5c13e3397c3e2c726612fc1
60,17,151.0,186.0,0.667,2,1,1,0,2,1,1,0,0,0,2,sd0f055f4ac7c30e78fd3728bd77ebbf8
1721,1399,0.0,58.81,0.889,16,16,0,0,121,104,17,0,0,0,78,s61d25b9616443e17a7b4659e0ee61c54
69,69,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,s1ad8b2419845315fbaa4345162d710c2
202,169,0.0,92.5,1.0,3,2,0,0,34,27,7,0,0,0,32,s191fcd49a69e3da68e6abcc7d5c1398e
1065,1064,183.5,369.47,0.728,40,36,4,0,243,143,100,0,0,0,196,s743bfa14e5123473b1b968759074f390
346,346,326.68,44.21,0.985,186,158,28,0,890,787,103,0,0,0,182,saa84eac8abd93f488d8a7353de48148b
230,46,0.0,196.38,0.889,8,8,0,0,10,10,0,0,0,0,5,s4fcf319050083b45a0081769fb8a2b3f
1642,486,0.0,73.21,0.879,29,29,0,0,57,50,7,0,0,0,40,se02487ae4eec38f9a3d6b36aa6c4c887
1066,1055,0.0,196.14,0.7,7,7,0,0,47,47,0,0,0,0,36,s23bf94e4a0283bf384d3005229bc36fb
2936,1749,72.25,107.95,0.897,26,22,4,0,512,392,120,0,0,0,374,s342c933e23283a09b75f411d6fb9204e
497,122,80.0,110.1,0.844,27,21,6,0,119,97,22,0,0,0,88,s5a0a0e89c6ed3f62811353279a700883
1577,1576,0.0,73.05,0.917,22,22,0,0,169,169,0,0,0,0,132,s710d402002e93e4695db1c698fd1e4be
1209,949,0.0,158.0,1.0,6,6,0,0,28,20,8,0,0,0,25,s9e1157d9fb5b3ae3bb9b4f930f572c50
228,227,134.0,90.73,0.702,40,37,3,0,77,68,9,0,0,0,54,s2021538c61c03e8e98f7f242ee9d545f
401,364,0.0,214.5,0.286,2,2,0,0,8,8,0,0,0,0,3,se3651e6d55a03c2691d8c0db03c983f9
1716,629,127.78,55.5,0.957,66,48,18,0,644,473,171,0,0,0,234,sae324651cad93efc8caa1c5087b3893c
580,189,57.0,141.2,0.778,7,5,2,0,36,26,10,0,0,0,27,s5956641c15dd3c379e87b6a790bc334a
393,4,0.0,136.75,0.667,4,4,0,0,4,4,0,0,0,0,4,s1fb4a6b30aeb3a088c4b888f849190ea
594,15,0.0,78.67,0.858,6,6,0,0,6,6,0,0,0,0,6,s354881cc9713356bb057d87ec2399f1e
1392,931,107.0,125.33,1.0,6,3,3,0,24,4,20,0,0,0,23,sb6f6008913613f6e9a4d72ffa0a2f3af
80,64,132.4,72.12,0.967,57,52,5,0,176,171,5,0,0,0,51,scb1a439603f331d49efcda09611fc938
1974,1722,194.64,64.43,1.0,36,14,22,0,604,210,394,0,0,0,333,sdd72b8a5828630d7a22809af55c6eab8
289,283,0.0,225.25,0.924,12,12,0,0,57,57,0,0,0,0,35,sf605d0f080ab3cc78891de54d5b4b174
1058,1036,218.44,48.67,0.858,12,3,9,0,341,183,158,0,0,0,208,sb227195953a639c8ba8fbda752ddd1b5
74,4,0.0,45.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s0aee44796fa438c4ad92ee9b74cb2d89
633,631,0.0,68.07,0.856,136,136,0,0,221,221,0,0,0,0,118,s84691088e0f03dff90e4cd3f7c92dbcb
282,278,170.67,204.0,0.667,4,1,3,0,22,6,16,0,0,0,20,s4786353fb2cd33ad8e0729f72b2e5b96
1549,1541,0.0,41.66,1.0,59,59,0,0,1261,1142,119,0,0,0,354,s4e73b16eda173b698e75cd043f7298ec
621,292,61.95,38.88,0.977,165,120,42,0,783,559,224,0,0,0,188,sa3c8eabd2e5237f3b201c8fc25096db0
587,481,0.0,247.0,1.0,1,1,0,0,24,11,13,0,0,0,22,s39a158850df3323e9621ab30c8c8a275
1705,238,0.0,186.75,0.471,8,8,0,0,47,46,1,0,0,0,45,s7f09be372abc30f2bcc021691468c23b
1032,1032,0.0,293.67,1.0,3,3,0,0,324,268,56,0,0,0,164,s63cb39c584eb36e48f3dddd5d46b3974
313,231,0.0,61.53,0.85,17,17,0,0,55,55,0,0,0,0,33,s1a08f227ab37396789dae941d55f949b
1710,1044,73.0,122.89,0.91,10,9,1,0,31,24,7,0,0,0,27,s3b912e5091a632efa3b92face8c19d27
366,366,0.0,39.69,0.939,61,61,0,0,154,154,0,0,0,0,53,sd47483934c143fcbabe863d6fc258d17
344,38,0.0,159.5,0.4,2,2,0,0,3,3,0,0,0,0,3,s63c74fbfa2ae3b33a3a82ab048bc2be1
257,256,52.0,133.88,0.819,9,8,1,0,64,55,9,0,0,0,54,sac0b2041a8563c2f8332b54009ebff95
441,439,723.5,149.0,0.556,5,1,4,0,560,4,556,0,0,0,439,sba293bfe343e3daa8e73a359dde17b7f
186,152,39.0,87.0,1.0,2,1,1,0,33,10,23,0,0,0,27,s1a0d3406709636fb8a383ddeac334f38
132,127,0.0,104.86,0.934,14,14,0,0,50,46,4,0,0,0,34,s0c053e5a72b034329f24c1431fc2d1fc
1382,324,83.8,161.59,0.946,52,27,25,0,344,175,169,0,0,0,225,s77399bf8b0803144825638abb4c4ca20
546,203,587.64,55.83,0.869,79,65,14,0,292,227,65,0,0,0,106,sb1e8c5addeac3c69b488c12ee53d3b53
1686,418,0.0,63.75,0.8,4,4,0,0,8,8,0,0,0,0,6,s1dd5e0f8ce1735f6abd7b955f8b344c9
437,15,0.0,63.73,0.688,11,11,0,0,11,11,0,0,0,0,9,s297ba300271133938bd5f217092c12a5
242,242,0.0,153.0,0.429,3,3,0,0,11,10,1,0,0,0,9,scdf6f92204eb3d539c9169772b01a04e
524,524,0.0,136.0,0.334,3,3,0,0,5,5,0,0,0,0,5,s8e35bad186ad318a8a77744771ff5295
1318,1314,0.0,303.67,0.858,6,6,0,0,221,221,0,0,0,0,162,s2bf2fac77c113dcdadd91a28103bb89a
214,208,0.0,40.33,1.0,3,3,0,0,5,5,0,0,0,0,3,s53bcdc7737193db0ac5dc0bddde1d679
912,218,0.0,68.38,0.8,8,8,0,0,9,9,0,0,0,0,7,sa80b530230f43e4a83c329759787b4c7
438,436,0.0,677.0,0.5,1,1,0,0,8,6,2,0,0,0,8,s2a020aac71d4350b83f56894ba1d4e1e
541,257,0.0,170.93,0.715,15,15,0,0,81,80,1,0,0,0,64,s689252b6e5db38e390785a96ea71a52b
911,893,84.0,174.92,0.934,14,13,1,0,44,34,10,0,0,0,42,s2a33580cdfce3e12aaea72ae3f74a9aa
852,851,124.33,272.67,1.0,6,3,3,0,7,4,3,0,0,0,6,s01e93be9ce133b8ea9f858733500e766
812,811,0.0,111.17,0.41,9,6,0,0,9,9,0,0,0,0,10,scc21d1830ff13b91b8e473430181f120
73,73,0.0,78.0,0.819,9,9,0,0,31,31,0,0,0,0,14,s2cd0c53396ca30899c90d315b81d459a
521,434,0.0,176.0,0.25,1,1,0,0,3,3,0,0,0,0,3,sf5c606e24a223bed887d65596bf1a1c6
318,318,860.71,58.88,0.852,40,33,7,0,91,70,21,0,0,0,51,s89e472cacf403df1b889a200c5bfeac9
674,674,0.0,103.0,1.0,1,1,0,0,51,42,9,0,0,0,45,sf03d13deab0930449666e082d0305483
475,440,185.0,231.54,0.934,14,13,1,0,38,27,11,0,0,0,31,s1375f1f064db3d04b2490d6be4623a46
277,272,45.33,90.17,0.943,33,24,9,0,66,36,30,0,0,0,40,s563332b95e7b38b98c39b87e7e51f126
1014,1010,0.0,100.91,0.88,22,22,0,0,171,160,11,0,0,0,51,sf978a396d08a31c6b1a33ae384f06460
370,349,1053.0,99.0,1.0,5,3,2,0,26,22,4,0,0,0,23,s551b0dbda92131afaa518e1f5b6ff48f
2838,1668,0.0,125.17,0.858,6,6,0,0,202,184,18,0,0,0,113,sabe84e47849f3ba6a05ff86a8466afe5
981,4,0.0,1788.0,0.5,1,1,0,0,1,1,0,0,0,0,1,sa987498a2277302aba1f88a8839f5e48
140,94,82.64,276.0,0.929,52,7,45,0,52,7,45,0,0,0,50,saafeae5e8ee33fb0b7583272f40f2daf
286,260,0.0,197.5,1.0,4,4,0,0,37,37,0,0,0,0,32,sc3d7627ed05a39c9be084b760f987347
191,191,47.77,41.61,1.0,44,31,13,0,80,55,25,0,0,0,44,s23516f5fbad137819da0078baa8b72b3
266,266,0.0,91.5,0.667,2,2,0,0,20,17,3,0,0,0,15,sad5c9ed5094c384c8c348fda6fa2ec85
1750,1748,177.23,120.33,1.0,25,12,13,0,266,36,230,0,0,0,178,sca2bdaf4bb743a9bb7c36b35e5adff6a
1445,1440,305.56,159.33,0.957,22,6,16,0,343,203,140,0,0,0,213,sce174769d4e6361aaf1ad2ba1a0df8f8
95,95,92.18,130.73,0.892,33,22,11,0,101,77,24,0,0,0,75,sd4a2512896073985a05e9fe4d9a819e3
788,787,86.71,70.22,0.889,16,9,7,0,29,19,10,0,0,0,24,s6cf791fb869f3319992a176150d89ec4
72,70,62.67,58.87,0.936,29,23,6,0,70,60,10,0,0,0,31,s25cd230967973623b75de107a53cdef9
2912,181,0.0,74.48,0.971,33,33,0,0,88,88,0,0,0,0,26,s2c4037740d00351e801f93a91f3a3888
249,248,0.0,107.5,1.0,2,2,0,0,19,19,0,0,0,0,11,saaf92fd07dd03ee7aab403339dbef6ec
744,744,0.0,210.67,0.5,3,3,0,0,6,6,0,0,0,0,4,s9867e22af9a13c7a989637b2d227e335
1685,1079,38.0,178.22,0.834,10,9,1,0,615,508,107,0,0,0,409,sb837b36f0edc33d49e2a97e2e2785d56
334,334,36.5,70.0,0.889,8,5,2,0,26,17,9,0,0,0,21,s8ce6f2513ed9384e9078b3373cef2457
88,88,140.0,128.0,1.0,5,4,1,0,48,47,1,0,0,0,27,s0e7036d250683daea64945fee446021c
385,385,0.0,392.0,0.5,2,2,0,0,5,5,0,0,0,0,5,sa4d05b4fb295355ea9cfd28210045b85
851,846,224.67,46.18,1.0,31,28,3,0,274,234,40,0,0,0,146,s0ffb8a1b0257385aa60e5e27f276a9f8
45,43,10383.5,134.83,0.572,8,6,2,0,11,9,2,0,0,0,11,se5a1451e4c5e3e1ab95a5b595ed2e971
194,117,15939.0,90.95,0.957,22,21,1,0,48,43,5,0,0,0,33,s553d7b870d4b3c1fb61eb2a697182cd1
58,58,44.0,81.85,0.934,28,27,1,0,32,31,1,0,0,0,10,s6aef3a493ed53c55a238508dc2b72dc8
368,357,0.0,67.0,0.5,1,1,0,0,4,2,2,0,0,0,4,se0190d8a8b893cb8b5b1e5024cd6d279
